major_code,num,title,writer,date,content,img_url,file_url
404,446,[취업] (반도체) 스태츠칩팩코리아 취업의뢰,권우영,2022.05.10,"1.회사명
 -스태츠칩팩코리아

 -당사는 반도체 Packaging 및 TEST 전문기업으로 한국을 비롯하여 싱가폴, 중국의 생산거점에서
   지난 38여년 간 쌓아 온 기술력과 고객서비스 Know-how를 바탕으로 국내외 유수의 반도체회사들에게 Total Solution 을 제공하고 있는 글로벌기업입니다.



2.모 집 요 강

- 모집분야 : 반도체장비 유지보수원(Maint Technician)/(약 00명 내외)
- 수행업무 : 반도체 공정 장비에 대한 예방 정비 및 유지 보수 업무 수행
- 고용형태 : 계약직 3개월 (계약 만료 후 정규직 전환 평가 기회 제공 또는 계약연장)

3.지 원 자 격

- 반도체/기계/전기/메카트로닉스 관련 전공 전문학사 소지자 (23년 졸업예정자 포함)

- 전 학년 평점 4.5만점 기준 3.0 이상인자

- 직무 관련 자격증 소지자 우대 (기계/전기/자동화/기계정비 관련)

- 영어 성적 소지자 우대 (TOEIC 600 이상)

- 인근 거주자 우대

○ 처우 수준 (4조3교대 기준, O/T 제외)
- 3개월 계약직 기간 동안 월 240만원 내외
- 정규직 전환 시, 연봉 3,500만원 이상

4.복리후생
- 지방거주자 기숙사 제공
- 셔틀버스 운행 (인천, 서울, 용인, 인천 등)
- 사내 식당 식사 제공 등

5.모집일정
- 추천기간 : 2022.05.10(화) ~ 2022.05.27(금) 자정까지
- 면접일시 : 2022.05.31(화), 14:00
- 면접장소 : 인천시 중구 자유무역로 191, 스태츠칩팩코리아
- 접수방법 : 온라인지원
- 홈페이지주소 : https://jcetglobal.jobagent.co.kr/",,[]
404,445,[취업] (통신)(주)동국시스템즈,김수아,2022.05.09,"1. 회사명  

 - 동국시스템즈

 - 홈페이지 : www.dongkuksystems.com
 - 근무지 주소 : 서울특별시 중구 을지로 5길 19, 페럼타워



2. 모집직무 

   - 네트워크 엔지니어
   - 업종 : 컴퓨터소프트웨어개발/컴퓨터 하드웨어,주변기기 용품 도매.제조 등


3. 채용인원 : 0명



4. 근무조건

  1) 연봉 : 3,000만원(인턴 종료 시 정규직 전환 시 전문학사 기준)

  2) 전문학사(2년) 시 2년 후 대졸사원 진급, 전문학사(3년) 시 1년 후 대졸사원 진급입니다. (참고: 대졸사원 초봉 36,000천원)



5. 자격요건 

  1) 통신 및 네트워크 이해

  2) 스위치, 라우터, 무선기본지식 보유 (관련 자격증 소지자 우대 (CCNA/CCNP)

  3) 네트워크 보안에 대한 이해


 - 우대사항 : 새로운 기술 및 솔루션 습득에 대한 적극적인 오픈 마인드, 성실성 및 원만한 대인관계, 기본적인 문서활용 능력(PPT,엑셀)보유자


6. 마감일자 : 2022.05.16까지 


7. 업무내용

   HPE Aruba 유,무선 및 솔루션 기술 업무 담당/ 노키아 기술 업무 담당 등


8. 선발사항

    - 선발방법 : 서류, 면접, 신체검사 등    
     (채용전제형 인턴 제도이며, 6개월 간 팀 OJT를 거쳐 정규직 심사/ 전환 진행됩니다. )

    - 구비서류 : 이력서, 자기소개서, 성적증명서
    - 접수방법 : E-mail


희망하는 학생분께서는 suakim@dongyang.ac.kr로 회신주시기 바랍니다.",,[{'https://www.dongyang.ac.kr/bbs/dmu_21033/293/30845/download.do': 'dongkuk-systems_brochure_v2021.pdf'}]
404,444,"[취업] (전자,반도체) (주)리더스컴포넌트 구인",권우영,2022.05.06,"1.회사명
 -(주)리더스컴포넌트
  - 리더스컴포넌트는 미국 Littelfuse사의 공식대리점이며 기타 경쟁력 있는 전자부품 Brand 제품의 국내 유통 및 수출입 업무를 하는 회사입니다.
   - 홈페이지 :  www.fuse.co.kr

 
2. 구인사항
  -모집 직종 : 영업관리
-수행 업무: 전자부품 영업관리 및 고객대응
-고용 형태 : 정규직
-추천 대상 : 신입,경력
-채용예정인원 : 남(군필/1명) 32세 이하

-필수자격요건 : 컴퓨터활용 및 문서작성 능력


-근로 조건 
 -연봉 3000만원 (협상가능)
 -복리후생 : 4대보험, 퇴직금 , 건강검진
 -근무 일수 및 시간 : 주 5일 / 08:00~17:00



3.선발사항
 - 1. 서류평가 >> 2. 면접 >> 3. 최종선발
   - 구비 서류 : 1.이력서(자유양식) 2.자기소개서(자유양식)  3.성적증명서

 -마감일자 : 5월말 까지

 -접수 방법: 위의 서류를 확인 후 이메일로 접수해주시기 바랍니다. 
  이메일 ( LC@fuse.co.kr | 김지중 영업부/부장)",,[]
404,443,"[취업] (전자,반도체) 온세미 코리아 채용공고",권우영,2022.05.03,"1. 회사명
 - ON Semiconductor Korea(온세미컨덕터 코리아)


2.회사소개
 - 온세미(onsemi)는 더 나은 미래를 위한 혁신을 추진하는 글로벌 종합반도체 회사입니다.
   우리는 미래 자동차와 산업용 반도체 시장에 초점을 맞추어 전기차, 지속 가능한 에너지 인프라, 공장자동화 및 클라우드용 파워를 위한 Intelligent Power Solution과 자율주행을 위한 Intelligent Sensing Solution을 제공하고 있습니다.
   온세미(onsemi)는 우수한 반응성을 가진 신뢰할 수 있는 제품과 철저한 품질 관리 시스템을 바탕으로 인류에게 더 안전하고, 깨끗한 세상을 만들어 가고 있습니다.


3.담당업무 및 자격 요건

 - 모집분야 
   CMOS image sensor layout /  고속, 저전력, 저소음 회로 디자인 / EDA/CAD 활용한 아날로그 회로 물리적검증

 - 자격 요건
    전기공학 또는 유관학과 전문대졸 이상
    EDA/CAD 활용 능숙자
    대인 관계가 원만하고 다양한 레벨의 사람과 일할 수 있는 능력


4. 근무지
 - 서울 서초구 강남대로 27길 7-9 우곡빌딩 (양재역 인근)


5. 지원방법
 - 자유양식 이력서를 작성하여 이메일로 제출 
    이메일 : Becky.kim@onsemi.com
  (담당자 연락처 : 032-680-1072)


6. 전형절차 및 모집기간

 - 서류심사 > 1차면접 > 2차면접(필요시) > 최종합격

- 기간 : ~2022년 05월 15일(일요일) 까지


자세한 사항은 첨부파일을 확인해주시기 바랍니다.


 ",,"[{'https://www.dongyang.ac.kr/bbs/dmu_21033/293/30832/download.do': 'onsemi_Layout_Engineer.png'}, {'https://www.dongyang.ac.kr/bbs/dmu_21033/293/30833/download.do': 'onsemi_Layout_Engineer.pdf'}]"
404,442,전기전자통신공학부 2022-1학기 사물함 배부자 안내,서재이,2022.05.02,"전기전자통신공학부 2022-1학기 사물함 배부자 안내



▶사물함 사용기간

- 사용기간 : 2022.05.03.(화) ~ 2022.06.21.(화)
 

▶열쇄 배부 안내

2022.05.03.(화) 10:00 ~ 2022.05.06.(금) 22:00, 학부사무실(3-409)
※ 방문 시 학생증과 사물함 보증금 10,000원(현금) 필수 지참 바랍니다.


▶사물함 이용 시 주의 사항

1. 배부 기간 안에 열쇠를 수령하지 않을 경우, 사용 의사가 없다고 간주하여 무효 처리합니다.
2. 사물함 이용 시 보증금 10,000원을 예치하고 학기말 열쇠 반납 시 환불됩니다.
3. 열쇠 분실 시에는 사물함을 분실반납으로 처리합니다. (보증금 환불 불가)
4. 학부사무실에서는 어떠한 경우에도 학기 중 사물함을 개폐하지 않습니다.
     만약 본인의 요청에 의하여 개폐하게 될 경우, 개폐와 동시에 분실반납으로 처리합니다. (분실반납으로 보증금 환불 불가)
5. 이용 기간 중 타인에게 사물함 양도 불가합니다.
6. 귀중품 보관은 삼가 바라며, 이용자의 부주의로 인한 분실과 훼손에 대해서는 본인이 책임을 져야 합니다.
 

▶배부자 명단


사물함 학번 사물함 학번 사물함 학번 사물함 학번 사물함 학번
4-01 20212062 4-21 20220849 4-41 20220912 4-61 20171518 5-01 20212133
4-02 20222127 4-22 20223672 4-42 20220910 4-62 20220904 5-02 20220958
4-03 20210849 4-23 20220952 4-43 20191634 4-63 20220737 5-03 20222088
4-04 20180571 4-24 20222249 4-44 20222245 4-64 20211998 5-04 20202216
4-05 20220694 4-25 20185008 4-45 20180561 4-65 20191633 5-05 20222257
4-06 20220663 4-26 20191750 4-46 20222150 4-66 20180560 5-06 20180602
4-07 20171502 4-27 20190527 4-47 20222198 4-67 20223666 5-07 20170616
4-08 20200723 4-28 20220914 4-48 20220700 4-68 20210880 5-08 20171527
4-09 20180532 4-29 20220900 4-49 20222156 4-69 20222230 5-09 20220601
4-10 20220888 4-30 20210601 4-50 20200709 4-70 20223651 5-10 20220891
4-11 20220649 4-31 20202788 4-51 20220705 4-71 20220689 5-11 20190661
4-12 20181711 4-32 20214195 4-52 20170573 4-72 20223667 5-12 20171505
4-13 20202231 4-33 20222242 4-53 20222144 4-73 20191629

4-14 20212144 4-34 20220885 4-54 20200585 4-74 20192562
4-15 20202178 4-35 20210878 4-55 20210881 4-75 20220729
4-16 20202204 4-36 20214189 4-56 20190472 4-76 20191691
4-17 20220683 4-37 20214183 4-57 20210861 4-77 20222238
4-18 20210872 4-38 20200701 4-58 20191736 4-78 20192430
4-19 20190630 4-39 20220957 4-59 20181595 4-79 20191655
4-20 20220869 4-40 20184976 4-60 20191635 4-80 20220864





▶문의

 ☎ 02-2610-1931 서재이 담당",,[{'https://www.dongyang.ac.kr/bbs/dmu_21033/293/30829/download.do': '2022-1 배정명단.pdf'}]
404,441,[마감] 전기전자통신공학부 2022-1학기 사물함 신청 안내,서재이,2022.04.20,"전기전자통신공학부 2022-1학기 사물함 신청 안내



대면 수업이 확대됨에 따라 재학생 여러분들의 대학 생활에 많은 도움이 되기를 바라며 사물함 사용 및 신청 방법을 아래와 같이 안내드립니다.
   
▶이용대상 및 사용기간

- 전기전자통신공학부 재학생으로 1인 1개 신청 가능 (본인 외 신청 무효)
- 중앙계단 3층과 4층 사이 80개, 4층과 5층 사이 80개 총 160개
- 사용기간 : 2022.05.03.(화) ~ 2022.06.21.(화)
 

▶신청기간

2022.04.28.(목) 18:00 ~ 2022.04.29.(금) 18:00 (선착순 160명)

마감되었습니다.
 

▶신청방법

1. 신청기간 내에 아래 구글폼으로 신청
☞ https://forms.gle/TzadK2EiBYVtU7zN7

2. 기간 외의 신청 건은 무효 처리 됩니다.
    (2022.04.28.(목) 18:00 이전 신청 건 ☞ 무효)

3. 중복 신청 시 무효 처리 됩니다.
  4. 학번, 이름 정확하게 입력하지 않을 시 무효 처리 됩니다.



▶배정자 공지

2022.05.02.(월) 학부 공지사항
- 사물함 번호는 선착순 신청자 160명에 한하여 무작위로 배정됩니다.
 

▶열쇠 배부

2022.05.03.(화) 10:00 ~ 2022.05.06.(금) 22:00, 학부사무실(3-409)
※방문 시 학생증과 사물함 보증금 10,000원(현금) 필수 지참 바랍니다.
 

▶사물함 이용 시 주의 사항

1. 배부 기간 안에 열쇠를 수령하지 않을 경우, 사용 의사가 없다고 간주하여 무효 처리합니다.
2. 사물함 이용 시 보증금 10,000원을 예치하고 학기말 열쇠 반납 시 환불됩니다.
3. 열쇠 분실 시에는 사물함을 분실반납으로 처리합니다. (보증금 환불 불가)
4. 학부사무실에서는 어떠한 경우에도 학기 중 사물함을 개폐하지 않습니다.
     만약 본인의 요청에 의하여 개폐하게 될 경우, 개폐와 동시에 분실반납으로 처리합니다. (분실반납으로 보증금 환불 불가)
5. 이용 기간 중 타인에게 사물함 양도 불가합니다.
6. 귀중품 보관은 삼가 바라며, 이용자의 부주의로 인한 분실과 훼손에 대해서는 본인이 책임을 져야 합니다.
 

▶문의

 ☎ 02-2610-1931 서재이 담당



 ",,[]
404,440,[취업] (공통) 한국신에츠실리콘(주) 대소공장 구인공고,윤성찬,2022.04.20,"구인사항
- 기업명 : 한국신에츠실리콘(주) 대소공장
- 모집분야 : 공무
- 수행업무 : 설비 보전 업무
- 채용인원 : 남 1명
- 필수자격조건 : 전기산업기사 자격증 보유자, 교대근무 가능자
- 전공 : 전공무관

근로조건
- 고용형태 : 정규직
- 급여조건 : 회사내규에 따름
- 근무일 : 주 5일 (8시간 2교대)
- 복리후생 : 의료비지원, 건강검진(배우자)포함, 자녀학자금 지원, 
콘도 사용지원, 기숙사 제공

선발사항
- 선발방법 : 서류, 면접
- 구비서류 : 이력서, 자기소개서, 성적증명서, 졸업(예정)증명서
- 접수방법 : E-mail 접수
- 마감일자 : 채용 완료시까지

제출처
이메일 접수 : yjdo@shinetsu.net",,[{'https://www.dongyang.ac.kr/bbs/dmu_21033/293/30720/download.do': '입사지원서_기계+전기전자통신공학부.docx'}]
404,439,2022-1학기 정보통신공학과 중간고사 시간표(04.14 수정),김수아,2022.04.13,"2022학년도 1학기 정보통신공학과 중간고사 시간표입니다.

*시험기간*
전공 : 2022.04.21 (목), 04.25 (월), 04.27 (수)
교양 : 2022.04.22 (금), 04.26 (화)

*수정 사항*
수정일시 04.13 :  IoT구현(J2) 5교시  강의실  3-513  ->  3-504
수정일시 04.13 :  스마트센서응용설계(J3) 4교시, 캡스톤기초설계(J3) 5교시 강의실 3-B104 -> 2-B104
수정일시 04.14 : 전자장론(J1, J2, J3) 5교시 3-514 -> 7교시 1-500 (1호관 5층 소강당)


*안내 사항*
시험 시간표가 겹치는 학생은 학부사무실(3호관 409호)로 반드시 연락 바랍니다.
(TEL 02-2610-1885)
시험 전, 시간표의 변동사항이 생길 수 있으므로
학부 게시판이나 홈페이지를 수시로 확인하시기 바랍니다.

*정보통신실무프로젝트(3학년J2반)강좌는 대면수업으로 진행합니다.




[중간고사 기간 중 부정행위 근절 안내]
2022학년도 1학기 중간고사 시행과 관련하여 시험 부정 행위자에 대하여 우리대학 상벌규칙에 의거 다음과 같이 단호히 조치할 예정이므로 학생 여러분들께서는 이점 유념하시어 시험에 응해주시기 바랍니다.

※ 관련근거 : 
상벌규칙 제14조(시험 부정행위에 대한 징계 조치)
① 다음 각 호의 1에 해당하는 학생은 해당교과목의 시험성적을 무효로 하고 근신이상의 징계를 한다.
1. 타인에게 답안을 보여주거나 보고 쓰는 자
2. 구두로 답안을 불러주거나 참고물을 보고 답안을 작성한 자
② 다음 각 호의 1에 해당하는 학생은 당해 기간 동안 실시되는 전 교과목의 시험 성적을 무효로 하고 유기정학 이상의 징계를 한다.
   1. 작성한 답안지를 서로 교환한 자
2. 대리시험을 행한 자나 응시케 한 자
3. 감독자의 지시에 불응하거나 이를 거부한 자 

학칙시행세칙 제53조(수험생 유의사항)
① 시험 시작 10분 이상이 경과하였을 경우에는 입실을 금지하며 20분 이상이 경과된 후부터는 퇴실할 수 있다.
② 고사장에서는 감독교수의 지시를 준수하여야 하며 불응하면 퇴장을 명할 수 있으며 학칙에 의거 징계한다.",,"[{'https://www.dongyang.ac.kr/bbs/dmu_21033/293/30667/download.do': '2022-1학기 중간고사 시간표_정보통신공학과(0414)_학생용.xlsx'}, {'https://www.dongyang.ac.kr/bbs/dmu_21033/293/30668/download.do': '2022-1학기 중간고사 시간표_정보통신공학과(0414)_학생용.pdf'}]"
404,438,[2022학년도 1학기 정보/반도체전자공학과 중간고사 시간표(04.13수정)],권우영,2022.04.13,"2022학년도 1학기 정보/반도체전자공학과 중간고사 시간표입니다.




시험전에 각 강좌의 교수님이 올려주시는 시험에 관련된 공지사항을 필히 확인해주시기 바랍니다.


*안내 사항*
시험 시간표가 겹치는 학생분들은 학부사무실(3호관 409호)로 반드시 연락 바랍니다.
(TEL 02-2610-1884)
시험 전, 시간표의 변동사항이 생길 수 있으므로
학부 게시판이나 홈페이지를 수시로 확인하시기 바랍니다.

전공 : 2022.04.21 (목), 04.25 (월), 04.27 (수)
교양 : 2022.04.22 (금), 04.26 (화)


* 수정 사항  *
                      22.04.13(17시 수정)      04/25일(월요일) 2-D(H1강좌) /전자회로(박동출교수님)   (4/25일 월요일)4교시(12:00)/3-513 >> (4/27일 수요일) 9교시(17:00)/3-509 로 
수정되었습니다.


[중간고사기간 중 부정행위 근절 안내]
2022학년도 1학기 중간고사 시행과 관련하여 시험 부정 행위자에 대하여 우리대학 상벌규칙에 의거 다음과 같이 단호히 조치할 예정이므로 학생 여러분들께서는 이점 유념하시어 시험에 응해주시기 바랍니다.

※ 관련근거 : 
상벌규칙 제14조(시험 부정행위에 대한 징계 조치)
① 다음 각 호의 1에 해당하는 학생은 해당교과목의 시험성적을 무효로 하고 근신이상의 징계를 한다.
1. 타인에게 답안을 보여주거나 보고 쓰는 자
2. 구두로 답안을 불러주거나 참고물을 보고 답안을 작성한 자
② 다음 각 호의 1에 해당하는 학생은 당해 기간 동안 실시되는 전 교과목의 시험 성적을 무효로 하고 유기정학 이상의 징계를 한다.
   1. 작성한 답안지를 서로 교환한 자
   2. 대리시험을 행한 자나 응시케 한 자
   3. 감독자의 지시에 불응하거나 이를 거부한 자 

학칙시행세칙 제53조(수험생 유의사항)
① 시험 시작 10분 이상이 경과하였을 경우에는 입실을 금지하며 20분 이상이 경과된 후부터는 퇴실할 수 있다.
② 고사장에서는 감독교수의 지시를 준수하여야 하며 불응하면 퇴장을 명할 수 있으며 학칙에 의거 징계한다. ",,"[{'https://www.dongyang.ac.kr/bbs/dmu_21033/293/30658/download.do': '2022-1학기 정보_반도체전자공학과 중간고사 학과 공지용 시간표.xlsx'}, {'https://www.dongyang.ac.kr/bbs/dmu_21033/293/30659/download.do': '2022-1학기 정보_반도체전자공학과 중간고사 학과 공지용 시간표.pdf'}]"
404,437,2022-1학기 전기공학과 중간고사 시간표,윤성찬,2022.04.13,"2022학년도 1학기 전기공학과 중간고사 시간표입니다.

분반의 경우, 시험을 응시하는 강의실은 각 강좌 교수님께 문의하시기 바랍니다.

* 분반의 경우 본인이 응시할 강의실을 교수님의 공지를 통해 확인해 주시기 바랍니다.
* 마스크 착용을 포함한 방역수칙을 지켜주시기를 당부 드립니다.

*시험기간*
전공 : 2022.04.21 (목), 04.25 (월), 04.27 (수)
교양 : 2022.04.22 (금), 04.26 (화)

*수정 사항*


*안내 사항*
시험 시간표가 겹치는 학생은 학부사무실(3호관 409호)로 반드시 연락 바랍니다.
(TEL 02-2610-1883)
시험 전, 시간표의 변동사항이 생길 수 있으므로
학부 게시판이나 홈페이지를 수시로 확인하시기 바랍니다.





[중간고사 기간 중 부정행위 근절 안내]
2022학년도 1학기 중간고사 시행과 관련하여 시험 부정 행위자에 대하여 우리대학 상벌규칙에 의거 다음과 같이 단호히 조치할 예정이므로 학생 여러분들께서는 이점 유념하시어 시험에 응해주시기 바랍니다.

※ 관련근거 : 
상벌규칙 제14조(시험 부정행위에 대한 징계 조치)
① 다음 각 호의 1에 해당하는 학생은 해당교과목의 시험성적을 무효로 하고 근신이상의 징계를 한다.
1. 타인에게 답안을 보여주거나 보고 쓰는 자
2. 구두로 답안을 불러주거나 참고물을 보고 답안을 작성한 자
② 다음 각 호의 1에 해당하는 학생은 당해 기간 동안 실시되는 전 교과목의 시험 성적을 무효로 하고 유기정학 이상의 징계를 한다.
   1. 작성한 답안지를 서로 교환한 자
2. 대리시험을 행한 자나 응시케 한 자
3. 감독자의 지시에 불응하거나 이를 거부한 자 

학칙시행세칙 제53조(수험생 유의사항)
① 시험 시작 10분 이상이 경과하였을 경우에는 입실을 금지하며 20분 이상이 경과된 후부터는 퇴실할 수 있다.
② 고사장에서는 감독교수의 지시를 준수하여야 하며 불응하면 퇴장을 명할 수 있으며 학칙에 의거 징계한다.",,"[{'https://www.dongyang.ac.kr/bbs/dmu_21033/293/30634/download.do': '2022-1학기 중간고사 시간표_학생용.pdf'}, {'https://www.dongyang.ac.kr/bbs/dmu_21033/293/30635/download.do': '2022-1학기 중간고사 시간표_학생용.xlsx'}]"
